Name,Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,RF,CF,q,Pow,Remark,Reference,,,
,m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,,,m3/s/m,%,,,,,
506-014,,,,,0.700,10,0,0.085,0.058,1.031,0.859,0.937,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,2.543E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-015,,,,,0.700,10,0,0.085,0.056,1.023,0.852,0.930,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,2.254E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-016,,,,,0.700,10,0,0.085,0.055,1.008,0.840,0.916,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,3.032E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-017,,,,,0.700,10,0,0.085,0.053,0.989,0.824,0.899,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,4.296E-09,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-018,,,,,0.700,10,0,0.085,0.060,1.307,1.090,1.189,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,1.877E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-019,,,,,0.700,10,0,0.085,0.062,1.316,1.097,1.196,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,4.908E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-020,,,,,0.700,10,0,0.085,0.064,1.326,1.105,1.206,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,9.657E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-021,,,,,0.700,10,0,0.085,0.065,1.331,1.110,1.210,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,4.193E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-022,,,,,0.700,10,0,0.085,0.069,1.353,1.128,1.230,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,4.540E-09,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-023,,,,,0.700,10,0,0.085,0.065,1.563,1.303,1.421,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,5.094E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-024,,,,,0.700,10,0,0.085,0.066,1.574,1.311,1.431,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,1.207E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-025,,,,,0.700,10,0,0.085,0.067,1.549,1.290,1.408,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,2.552E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-026,,,,,0.700,10,0,0.085,0.068,1.569,1.308,1.427,0.085,0.000,0.70,0.00,0.00,0.00,0.00,0.205,0.000,0.000,0.00,0.000,0.205,0.000,2,3,4.437E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-027,,,,,0.700,10,0,0.115,0.061,1.007,0.839,0.915,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,4.509E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-028,,,,,0.700,10,0,0.115,0.065,1.016,0.847,0.924,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,7.040E-09,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-029,,,,,0.700,10,0,0.115,0.061,1.007,0.839,0.915,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,0.000E+00,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-030,,,,,0.700,10,0,0.115,0.065,1.016,0.847,0.924,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,3.316E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-031,,,,,0.700,10,0,0.115,0.068,1.030,0.858,0.936,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,3.655E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-032,,,,,0.700,10,0,0.115,0.062,1.304,1.087,1.186,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,9.765E-09,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-033,,,,,0.700,10,0,0.115,0.064,1.307,1.090,1.189,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,1.932E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-034,,,,,0.700,10,0,0.115,0.066,1.315,1.096,1.195,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,4.643E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-035,,,,,0.700,10,0,0.115,0.077,1.610,1.342,1.464,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,1.303E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-036,,,,,0.700,10,0,0.115,0.086,1.617,1.348,1.470,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,1.303E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-037,,,,,0.700,10,0,0.115,0.083,1.629,1.357,1.481,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,2.811E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-038,,,,,0.700,10,0,0.115,0.080,1.626,1.355,1.478,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,5.987E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-039,,,,,0.700,10,0,0.115,0.070,1.043,0.870,0.949,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,3.987E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-040,,,,,0.700,10,0,0.115,0.073,1.049,0.874,0.953,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,4.045E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-041,,,,,0.700,10,0,0.115,0.067,1.328,1.107,1.208,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,3.070E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-042,,,,,0.700,10,0,0.115,0.083,1.322,1.102,1.202,0.115,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2,3,8.044E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-043,,,,,0.700,10,0,0.140,0.064,1.007,0.839,0.915,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,2.247E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-044,,,,,0.700,10,0,0.140,0.069,1.016,0.847,0.924,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.993E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-045,,,,,0.700,10,0,0.140,0.074,1.030,0.858,0.936,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.083E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-046,,,,,0.700,10,0,0.140,0.076,1.043,0.870,0.949,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,7.115E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-047,,,,,0.700,10,0,0.140,0.080,1.049,0.874,0.953,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.036E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-048,,,,,0.700,10,0,0.140,0.064,1.304,1.087,1.186,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,7.808E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-049,,,,,0.700,10,0,0.140,0.066,1.307,1.090,1.189,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,8.158E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-050,,,,,0.700,10,0,0.140,0.068,1.315,1.096,1.195,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,3.746E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-051,,,,,0.700,10,0,0.140,0.069,1.328,1.107,1.208,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.049E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-052,,,,,0.700,10,0,0.140,0.090,1.322,1.102,1.202,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.161E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-053,,,,,0.700,10,0,0.140,0.073,1.610,1.342,1.464,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.884E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-054,,,,,0.700,10,0,0.140,0.089,1.626,1.355,1.478,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,2.732E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-055,,,,,0.700,10,0,0.140,0.092,1.629,1.357,1.481,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,3.640E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-056,,,,,0.700,10,0,0.140,0.096,1.617,1.348,1.470,0.140,0.000,0.70,0.00,0.00,0.00,0.00,0.150,0.000,0.000,0.00,0.000,0.150,0.000,2,3,1.312E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-057,,,,,0.700,10,0,0.180,0.060,0.998,0.832,0.907,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,1,3,4.634E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-058,,,,,0.700,10,0,0.180,0.065,1.005,0.838,0.914,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,6.897E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-059,,,,,0.700,10,0,0.180,0.070,1.013,0.844,0.921,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,1.345E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-060,,,,,0.700,10,0,0.180,0.076,1.022,0.852,0.929,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,1.526E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-061,,,,,0.700,10,0,0.180,0.080,1.034,0.861,0.940,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,2.440E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-062,,,,,0.700,10,0,0.180,0.085,1.032,0.860,0.938,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,3.349E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-063,,,,,0.700,10,0,0.180,0.070,1.306,1.088,1.187,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,2.009E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-064,,,,,0.700,10,0,0.180,0.080,1.305,1.088,1.186,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,3.462E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-065,,,,,0.700,10,0,0.180,0.086,1.323,1.102,1.202,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,5.210E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-066,,,,,0.700,10,0,0.180,0.093,1.319,1.099,1.199,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,9.570E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-067,,,,,0.700,10,0,0.180,0.070,1.603,1.336,1.457,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,1.691E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-068,,,,,0.700,10,0,0.180,0.082,1.604,1.337,1.458,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,5.252E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-069,,,,,0.700,10,0,0.180,0.089,1.616,1.347,1.469,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,5.252E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-070,,,,,0.700,10,0,0.180,0.095,1.601,1.334,1.456,0.180,0.000,0.70,0.00,0.00,0.00,0.00,0.110,0.000,0.000,0.00,0.000,0.110,0.000,2,3,1.182E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-071,,,,,0.700,10,0,0.160,0.058,1.002,0.835,0.911,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,7.148E-08,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-072,,,,,0.700,10,0,0.160,0.065,1.007,0.839,0.915,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,6.110E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-073,,,,,0.700,10,0,0.160,0.070,1.016,0.847,0.924,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,9.860E-07,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-074,,,,,0.700,10,0,0.160,0.075,1.030,0.858,0.936,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,1.118E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-075,,,,,0.700,10,0,0.160,0.077,1.043,0.870,0.949,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,2.434E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-076,,,,,0.700,10,0,0.160,0.081,1.049,0.874,0.953,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,2.924E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-077,,,,,0.700,10,0,0.160,0.065,1.304,1.087,1.186,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,2.224E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-078,,,,,0.700,10,0,0.160,0.066,1.307,1.090,1.189,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,3.252E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-079,,,,,0.700,10,0,0.160,0.069,1.328,1.107,1.208,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,1.738E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-080,,,,,0.700,10,0,0.160,0.092,1.322,1.102,1.202,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,1.848E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-081,,,,,0.700,10,0,0.160,0.090,1.626,1.355,1.478,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,6.789E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-082,,,,,0.700,10,0,0.160,0.094,1.629,1.357,1.481,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,1.220E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
506-083,,,,,0.700,10,0,0.160,0.097,1.617,1.348,1.470,0.160,0.000,0.70,0.00,0.00,0.00,0.00,0.130,0.000,0.000,0.00,0.000,0.130,0.000,2,3,2.123E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-001,0.468,2.667,2.263,2.688,3.000,13,0,0.830,0.441,2.667,1.753,3.278,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,3.543E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-002,0.427,2.667,2.265,2.719,3.000,13,0,0.830,0.414,2.667,1.846,3.224,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,2.390E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-003,0.358,2.667,2.270,2.664,3.000,13,0,0.830,0.355,2.667,1.958,3.015,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,8.531E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-004,0.228,2.667,2.260,2.585,3.000,13,0,0.830,0.229,2.667,2.181,2.748,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,4,1,1.037E-03,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-005,0.494,3.200,2.677,3.118,3.000,13,0,0.830,0.498,3.200,1.843,3.587,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,6.498E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-006,0.339,3.200,2.689,3.102,3.000,13,0,0.830,0.362,3.200,2.200,3.318,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,7.022E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-007,0.607,3.368,2.866,3.488,3.000,13,0,0.830,0.603,3.368,1.761,4.462,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,1.448E-03,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-008,0.467,3.765,3.159,3.848,3.000,13,0,0.830,0.516,3.765,2.073,4.340,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.160,0.000,0.000,0.00,0.000,1.160,0.000,1,1,7.476E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-009,0.275,2.065,1.750,2.060,3.000,13,0,0.830,0.258,2.065,1.714,2.349,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,5.370E-06,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-010,0.468,2.667,2.263,2.688,3.000,13,0,0.830,0.441,2.667,1.753,3.278,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,2.163E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-011,0.427,2.667,2.265,2.719,3.000,13,0,0.830,0.414,2.667,1.846,3.224,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,1.598E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-012,0.358,2.667,2.270,2.664,3.000,13,0,0.830,0.355,2.667,1.958,3.015,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,4.931E-05,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-013,0.642,3.200,2.666,3.162,3.000,13,0,0.830,0.585,3.200,1.768,4.234,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,8.729E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-014,0.570,3.200,2.672,3.138,3.000,13,0,0.830,0.548,3.200,1.755,3.887,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,8.403E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
507-015,0.494,3.200,2.677,3.118,3.000,13,0,0.830,0.498,3.200,1.843,3.587,0.830,0.000,1.00,0.10,0.10,0.10,0.10,1.400,0.000,0.000,0.00,0.000,1.400,0.000,1,1,5.246E-04,,,"Universities of Edinburgh and Sheffield, UK, VOWS - Violent Overtopping of Waves at  Seawalls, physical model study",,,
