Name,Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,RF,CF,q,Pow,Remark,Reference,,,
,m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,,,m3/s/m,%,,,,,
802-290,0.142,2.400,2.000,2.182,0.580,10,0,0.225,0.155,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,2.114E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-291,0.124,2.400,2.000,2.182,0.580,10,0,0.225,0.139,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.146,0.000,0.000,0.00,0.000,0.131,0.186,3,2,1.923E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-292,0.125,2.400,2.000,2.182,0.580,10,0,0.225,0.140,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.221,0.000,0.000,0.00,0.000,0.206,0.186,3,2,1.530E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-293,0.131,2.400,2.000,2.182,0.580,10,0,0.150,0.138,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,1.634E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-294,0.133,2.400,2.000,2.182,0.580,10,0,0.150,0.139,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,1.834E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-295,0.133,2.400,2.000,2.182,0.580,10,0,0.150,0.139,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.226,0.000,0.000,0.00,0.000,0.211,0.186,3,2,1.330E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-296,0.133,2.400,2.000,2.182,0.580,10,0,0.100,0.123,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,4,2,1.841E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-297,0.129,2.400,2.000,2.182,0.580,10,0,0.100,0.121,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,4,2,2.240E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-298,0.137,2.400,2.000,2.182,0.580,10,0,0.100,0.125,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.184,0.000,0.000,0.00,0.000,0.169,0.186,4,2,7.760E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-299,0.141,2.400,2.000,2.182,0.580,10,0,0.050,0.097,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.110,0.000,0.000,0.00,0.000,0.095,0.150,4,2,6.510E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-300,0.137,2.400,2.000,2.182,0.580,10,0,0.050,0.096,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,2.520E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-301,0.134,2.400,2.000,2.182,0.580,10,0,0.050,0.095,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.185,0.000,0.000,0.00,0.000,0.170,0.150,4,2,1.002E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-302,0.143,2.400,2.000,2.182,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.143,0.000,0.000,0.00,0.000,0.128,0.150,4,2,6.560E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-303,0.138,2.400,2.000,2.182,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.178,0.000,0.000,0.00,0.000,0.163,0.150,4,2,1.320E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-304,0.092,2.400,2.000,2.182,0.580,10,0,0.225,0.106,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,2.520E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-305,0.098,2.400,2.000,2.182,0.580,10,0,0.225,0.113,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,4.300E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-306,0.092,2.400,2.000,2.182,0.580,10,0,0.150,0.109,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.074,0.000,0.000,0.00,0.000,0.059,0.186,3,2,2.460E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-307,0.089,2.400,2.000,2.182,0.580,10,0,0.150,0.107,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,1.280E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-308,0.085,2.400,2.000,2.182,0.580,10,0,0.100,0.098,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,3,2,3.730E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-309,0.083,2.400,2.000,2.182,0.580,10,0,0.100,0.097,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,8.200E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-310,0.090,2.400,2.000,2.182,0.580,10,0,0.050,0.084,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,2.310E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-311,0.120,2.922,2.435,2.656,0.580,10,0,0.225,0.139,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,3.401E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-312,0.137,2.922,2.435,2.656,0.580,10,0,0.225,0.156,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.146,0.000,0.000,0.00,0.000,0.131,0.186,3,2,9.730E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-313,0.139,2.922,2.435,2.656,0.580,10,0,0.225,0.158,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.221,0.000,0.000,0.00,0.000,0.206,0.186,3,2,1.639E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-314,0.136,2.922,2.435,2.656,0.580,10,0,0.150,0.148,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,3.639E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-315,0.138,2.922,2.435,2.656,0.580,10,0,0.150,0.149,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,1.066E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-316,0.138,2.922,2.435,2.656,0.580,10,0,0.150,0.149,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.226,0.000,0.000,0.00,0.000,0.211,0.186,3,2,1.641E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-317,0.138,2.922,2.435,2.656,0.580,10,0,0.100,0.136,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,4,2,3.872E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-318,0.139,2.922,2.435,2.656,0.580,10,0,0.100,0.137,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,4,2,1.256E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-319,0.138,2.922,2.435,2.656,0.580,10,0,0.100,0.136,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.184,0.000,0.000,0.00,0.000,0.169,0.186,4,2,6.540E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-320,0.147,2.922,2.435,2.656,0.580,10,0,0.050,0.109,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.110,0.000,0.000,0.00,0.000,0.095,0.150,4,2,2.022E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-321,0.144,2.922,2.435,2.656,0.580,10,0,0.050,0.108,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,1.432E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-322,0.137,2.922,2.435,2.656,0.580,10,0,0.050,0.106,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.185,0.000,0.000,0.00,0.000,0.170,0.150,4,2,7.440E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-323,0.152,2.922,2.435,2.656,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.143,0.000,0.000,0.00,0.000,0.128,0.150,4,2,6.860E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-324,0.143,2.922,2.435,2.656,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.178,0.000,0.000,0.00,0.000,0.163,0.150,4,2,2.790E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-325,0.075,2.922,2.435,2.656,0.580,10,0,0.225,0.089,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,2.660E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-326,0.074,2.922,2.435,2.656,0.580,10,0,0.225,0.088,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-327,0.064,2.922,2.435,2.656,0.580,10,0,0.150,0.082,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.074,0.000,0.000,0.00,0.000,0.059,0.186,3,2,2.220E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-328,0.068,2.922,2.435,2.656,0.580,10,0,0.150,0.087,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,9.000E-08,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-329,0.063,2.922,2.435,2.656,0.580,10,0,0.100,0.084,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,3,2,3.080E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-330,0.061,2.922,2.435,2.656,0.580,10,0,0.100,0.082,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,2.200E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-331,0.064,2.922,2.435,2.656,0.580,10,0,0.050,0.078,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,1.110E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
803-001,3.700,10.717,8.930,9.742,25.250,80,23,5.250,1.734,4.003,3.336,3.639,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,4,1,0.000027,,Prototype; do not use for neural network!,,,,
803-002,4.060,11.165,9.304,10.150,25.250,80,0,5.250,2.062,4.420,3.683,4.018,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,4,1,0.00003469,,Prototype; do not use for neural network!,,,,
803-003,3.940,11.217,9.348,10.198,25.250,80,23,5.250,1.953,4.199,3.499,3.817,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,4,1,0.00004278,,Prototype; do not use for neural network!,,,,
803-004,2.670,10.675,8.896,9.704,26.200,80,23,6.200,0.904,2.901,2.418,2.637,6.200,0.000,0.40,1.00,1.00,1.00,1.00,5.100,0.000,0.000,0.00,0.000,4.100,5.600,4,1,0.0000065,,Prototype; do not use for neural network!,,,,
803-005,5.230,12.344,10.287,11.222,25.400,80,23,5.400,2.620,5.587,4.656,5.079,5.400,0.000,0.40,1.00,1.00,1.00,1.00,5.900,0.000,0.000,0.00,0.000,4.900,5.600,4,1,0.0001113,,Prototype; do not use for neural network!,,,,
803-006,5.550,12.553,10.461,11.412,25.400,80,0,5.400,2.681,6.023,5.019,5.475,5.400,0.000,0.40,1.00,1.00,1.00,1.00,5.900,0.000,0.000,0.00,0.000,4.900,5.600,4,1,0.0002197,,Prototype; do not use for neural network!,,,,
803-007,4.030,9.704,8.087,8.822,25.310,80,0,5.310,2.036,4.389,3.658,3.990,5.310,0.000,0.40,1.00,1.00,1.00,1.00,5.990,0.000,0.000,0.00,0.000,4.990,5.600,4,1,0.00006417,,Prototype; do not use for neural network!,,,,
803-008,4.490,10.643,8.870,9.676,25.310,80,0,5.310,2.364,4.828,4.023,4.389,5.310,0.000,0.40,1.00,1.00,1.00,1.00,5.990,0.000,0.000,0.00,0.000,4.990,5.600,4,1,0.00007118,,Prototype; do not use for neural network!,,,,
803-009,2.830,8.452,7.043,7.684,25.390,80,0,5.390,1.002,3.074,2.562,2.795,5.390,0.000,0.40,1.00,1.00,1.00,1.00,5.910,0.000,0.000,0.00,0.000,4.910,5.600,4,1,0.00000682,,Prototype; do not use for neural network!,,,,
803-010,2.830,8.452,7.043,7.684,25.390,80,0,5.390,1.002,3.074,2.562,2.795,5.390,0.000,0.40,1.00,1.00,1.00,1.00,5.910,0.000,0.000,0.00,0.000,4.910,5.600,4,1,0.00000736,,Prototype; do not use for neural network!,,,,
803-011,3.680,8.974,7.478,8.158,25.430,80,0,5.430,1.719,3.978,3.315,3.616,5.430,0.000,0.40,1.00,1.00,1.00,1.00,5.870,0.000,0.000,0.00,0.000,4.870,5.600,4,1,0.00000907,,Prototype; do not use for neural network!,,,,
803-012,3.680,8.974,7.478,8.158,25.430,80,0,5.430,1.719,3.978,3.315,3.616,5.430,0.000,0.40,1.00,1.00,1.00,1.00,5.870,0.000,0.000,0.00,0.000,4.870,5.600,4,1,0.00007452,,Prototype; do not use for neural network!,,,,
803-013,3.020,8.243,6.870,7.494,25.160,80,0,5.160,1.141,3.275,2.729,2.977,5.160,0.000,0.40,1.00,1.00,1.00,1.00,6.140,0.000,0.000,0.00,0.000,5.140,5.600,4,1,0.00000366,,Prototype; do not use for neural network!,,,,
803-014,2.820,8.661,7.217,7.874,25.220,80,0,5.220,0.993,3.074,2.562,2.795,5.220,0.000,0.40,1.00,1.00,1.00,1.00,6.080,0.000,0.000,0.00,0.000,5.080,5.600,4,1,0.00001126,,Prototype; do not use for neural network!,,,,
803-015,3.140,10.643,8.870,9.676,25.280,80,23,5.280,1.238,3.395,2.829,3.086,5.280,0.000,0.40,1.00,1.00,1.00,1.00,6.020,0.000,0.000,0.00,0.000,5.020,5.600,4,1,0.00000617,,Prototype; do not use for neural network!,,,,
803-016,3.140,10.643,8.870,9.676,25.340,80,23,5.340,1.239,3.395,2.829,3.086,5.340,0.000,0.40,1.00,1.00,1.00,1.00,5.960,0.000,0.000,0.00,0.000,4.960,5.600,4,1,0.0000028,,Prototype; do not use for neural network!,,,,
803-017,3.030,8.974,7.478,8.158,25.420,80,0,5.420,1.155,3.292,2.743,2.993,5.420,0.000,0.40,1.00,1.00,1.00,1.00,5.880,0.000,0.000,0.00,0.000,4.880,5.600,4,1,0.00000537,,Prototype; do not use for neural network!,,,,
803-018,7.200,15.757,13.130,14.324,26.740,10,0,-1.760,0.000,0.000,0.000,0.000,-1.760,0.000,1.00,1.50,1.50,1.50,1.50,9.560,0.000,0.000,0.00,0.000,9.560,0.000,4,4,0.0001,,Prototype; do not use for neural network!,,,,
803-019,9.800,13.774,11.478,12.522,26.220,10,0,-2.280,0.000,0.000,0.000,0.000,-2.280,0.000,1.00,2.00,2.00,2.00,2.00,9.780,0.000,0.000,0.00,0.000,9.780,0.000,4,4,0.1,,Prototype; do not use for neural network!,,,,
803-020,5.250,13.461,11.217,12.237,26.290,10,0,-1.510,0.000,0.000,0.000,0.000,-1.510,0.000,1.00,4.00,4.00,4.00,4.00,6.510,0.000,0.000,0.00,0.000,6.510,0.000,4,4,0.01,,Prototype; do not use for neural network!,,,,
803-021,2.990,12.835,10.696,11.668,25.900,20,0,0.900,0.655,3.259,2.716,2.963,0.900,0.000,1.00,0.50,0.50,0.50,0.50,4.100,0.000,0.000,0.00,0.000,4.100,0.000,4,1,0.001,,Prototype; do not use for neural network!,,,,
901-001,0.078,1.549,1.291,1.408,0.535,1000,0,0.535,0.078,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.65,2.71,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,3,1,2.991E-07,,,,,,
901-002,0.085,1.549,1.291,1.408,0.535,1000,0,0.535,0.085,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.66,2.64,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,3,1,5.853E-07,,,,,,
901-003,0.070,2.066,1.721,1.878,0.535,1000,0,0.535,0.070,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.63,2.82,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,3,1,5.573E-08,,,,,,
901-004,0.077,2.066,1.721,1.878,0.535,1000,0,0.535,0.077,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.64,2.73,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,3,1,2.139E-07,,,,,,
901-005,0.083,1.291,1.076,1.174,0.545,1000,0,0.545,0.083,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.69,2.70,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,2.746E-07,,,,,,
901-006,0.085,1.549,1.291,1.408,0.545,1000,0,0.545,0.085,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.68,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,7.724E-07,,,,,,
901-007,0.077,1.807,1.506,1.643,0.545,1000,0,0.545,0.077,1.807,1.506,1.643,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,1.207E-06,,,,,,
901-008,0.077,2.066,1.721,1.878,0.545,1000,0,0.545,0.077,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,1.747E-06,,,,,,
901-009,0.075,2.582,2.152,2.347,0.545,1000,0,0.545,0.075,2.582,2.152,2.347,0.245,0.250,0.35,1.30,2.25,1.68,2.79,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,5.416E-06,,,,,,
901-010,0.077,1.291,1.076,1.174,0.545,1000,0,0.545,0.077,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3,1,2.001E-07,,,,,,
